,combined_chargedescription,arrest_year,X,Y,arrestnumber,age,latitude,longitude,objectid,shape,arrest_month
721,B & E (COMMERCIAL),2020,1429468.19827616,594565.723579059,20131802.0,35.0,39.2985,-76.5861,106309,0.0,9
722,B & E 4TH DEG,2021,1421927.8699189,590817.426308362,21125033.0,53.0,39.2883,-76.6128,102363,0.0,9
723,B & E BURGLARY,2019,2843175.98176646,1181741.2461265181,38221518.0,41.0,78.5769,-153.228,285061,0.0,16
724,B &E,2019,1422030.71646208,586592.735649142,19091127.0,25.0,39.2767,-76.6125,181951,0.0,6
725,B &E,2022,1411112.96212024,598896.288188026,22019120.0,48.0,39.3106,-76.6509,308401,0.0,2
726,B + E,2018,1428674.22960919,588625.083359864,18052038.0,44.0,39.2822,-76.589,269770,0.0,3
727,B + E,2019,1415792.60643883,596182.827255025,19013096.0,27.0,39.3031,-76.6344,335605,0.0,1
728,B AND E,2018,2830822.86554177,1191854.2660344308,36173310.0,99.0,78.60480000000001,-153.2715,401030,0.0,12
729,B AND E,2019,2859864.79799191,1190593.3545271358,38152905.0,49.0,78.601,-153.1689,423145,0.0,11
730,B AND E,2020,4259360.76313351,1803718.554511975,60223377.0,87.0,117.9508,-229.86059999999998,623686,0.0,16
731,B AND E,2021,1420873.56954605,599226.848755151,21085333.0,36.0,39.3114,-76.6164,185913,0.0,6
732,B AND E,2022,33501300.79960008,-355673.546081276,44182591.0,59.0,39.2948,-76.5826,289918,0.0,15
733,B$E,2021,1396003.23760198,616326.422054696,21030281.0,32.0,39.3586,-76.7041,298400,0.0,3
734,B&E,2018,84803075.13633789,21302497.112180945,706469026.0,1400.0,1454.7391,-2834.2401,5756688,0.0,288
735,B&E,2019,41163474.51541099,17327139.88237365,553755958.0,986.0,1139.8923,-2222.0243,5020804,0.0,188
736,B&E,2020,115196957.12408738,19565893.3562392,763033607.0,1322.0,1414.9133,-2758.5319,7646634,0.0,215
737,B&E,2021,62005190.39816087,11598920.855843764,463555188.0,689.0,825.4395000000001,-1608.6056999999998,4735895,0.0,116
738,B&E,2022,53331849.77552954,7986879.632501135,353307634.0,578.0,589.527,-1149.431,2695430,0.0,109
739,B&E /TRESPASSING,2020,1423297.18331687,608088.171245502,20051532.0,49.0,39.3357,-76.6077,244991,0.0,4
740,B&E 2ND DEGREE,2019,1414128.75553224,594719.270656315,19050340.0,48.0,39.2991,-76.6403,262508,0.0,4
741,B&E 3RD,2018,1436341.44806729,613028.37395432,18124604.0,19.0,39.3491,-76.5615,129956,0.0,8
742,B&E 4TH,2018,2830127.34797985,1188826.8325122138,36154610.0,85.0,78.5965,-153.274,432413,0.0,10
743,B&E 4TH DEGREE,2020,1422838.54185365,609506.745291867,20137494.0,57.0,39.3396,-76.6093,94142,0.0,9
744,B&E 4TH DEGREE,2022,1410044.6298617,582100.992660905,22129351.0,32.0,39.2645,-76.6549,57416,0.0,10
745,B&E COMMERICAL,2020,1401763.08969861,610627.141066715,20002836.0,51.0,39.3429,-76.6838,355796,0.0,1
746,B&E RESIDENTAL,2018,1399640.24708966,594374.856552322,18010798.0,24.0,39.2983,-76.6915,341871,0.0,1
747,B&E RESIDENTIAL,2019,1410974.61572348,590664.019224253,19055589.0,51.0,39.288,-76.6515,252084,0.0,4
748,B&E RESIDENTIAL,2020,1416137.74559184,594800.112011276,20186798.0,29.0,39.2993,-76.6332,18519,0.0,12
749,B&E RESIDENTIAL,2021,33494240.07139794,-332794.16780664003,42250529.0,61.0,39.3577,-76.6072,201418,0.0,18
750,B+E,2018,5711295.05247142,2387157.853865441,72375239.0,178.0,157.2185,-306.3675,751223,0.0,24
751,B+E,2019,1412372.90070355,595040.224572835,19132921.0,64.0,39.3,-76.6465,98305,0.0,9
752,B+E,2020,34901245.05963073,247435.026916852,60146053.0,106.0,78.6171,-153.2729,789080,0.0,11
753,B+E,2021,4242724.01154476,1804014.656036627,63204630.0,103.0,117.95179999999999,-229.9194,661490,0.0,15
754,B+E,2022,32070835.9419795,-948896.130248216,22065041.0,22.0,0.0,0.0,208529,0.0,5
755,B+E (RESIDENTIAL),2018,1432419.85472802,592758.088906304,18040029.0,18.0,39.2935,-76.5757,292038,0.0,3
756,B/E,2021,1419488.7374991,592009.173832409,21043650.0,37.0,39.2916,-76.6214,272680,0.0,3
757,BALTIMORE CITY,2022,0.0,0.0,22020777.0,33.0,0.0,0.0,305165,0.0,2
758,BALTIMORE CO,2021,0.0,0.0,21041669.0,60.0,0.0,0.0,275822,0.0,3
759,BATTERY,2018,0.0,0.0,18145398.0,54.0,0.0,0.0,86125,0.0,9
760,BATTERY,2019,0.0,0.0,19013114.0,53.0,0.0,0.0,335601,0.0,1
761,BATTERY,2020,0.0,0.0,20088667.0,67.0,0.0,0.0,177875,0.0,6
762,BB GUN,2018,4263539.06228463,1786506.088265155,54314667.0,81.0,117.90350000000001,-229.8461,509846,0.0,20
763,BB GUN,2019,4267606.99723054,1808958.266645066,57324101.0,88.0,117.9651,-229.8314,442337,0.0,23
764,BB GUN,2020,0.0,0.0,20162282.0,39.0,0.0,0.0,54625,0.0,10
765,BB GUN,2021,1423435.76747121,595595.364463556,21093844.0,47.0,39.3014,-76.6074,168976,0.0,7
766,BB GUN POSSESSION,2020,1420424.25125918,591648.834687341,20074087.0,40.0,39.2906,-76.6181,202518,0.0,6
767,BB GUN VIOL.,2020,1435986.64754247,598529.874320045,20043404.0,27.0,39.3093,-76.563,265614,0.0,4
768,BB GUN VIOLATION,2018,9929803.56625017,4180037.456910477,126781831.0,218.0,275.14,-536.3726,1084166,0.0,51
769,BB GUN VIOLATION,2019,74064438.68052672,2299041.122493274,172542421.0,268.0,275.1862,-536.3972,1829238,0.0,51
770,BB GUN VIOLATION,2020,8500654.20370487,3533964.332457006,120525929.0,174.0,235.7001,-459.7862,1184240,0.0,36
771,BB GUN VIOLATION,2021,7072806.51957315,2999051.927953152,105621776.0,136.0,196.56529999999998,-383.1935,497998,0.0,45
772,BB GUN VIOLATION,2022,4261084.87945175,1760305.0455106292,66423539.0,130.0,117.8316,-229.8552,101594,0.0,34
773,BBGUN VIOLATION,2019,1409971.57995751,593938.329006136,19106057.0,19.0,39.297,-76.655,151743,0.0,7
774,BD CHECK/ISSUE/NSF 25K-<100K,2019,0.0,0.0,19035705.0,25.0,0.0,0.0,288643,0.0,3
775,"BD CK/ISSUE/NSF/$1,000 TO <10K",2018,0.0,0.0,18056699.0,28.0,0.0,0.0,260468,0.0,4
776,"BD CK/ISSUE/NSF/$1,500-<$25K",2019,0.0,0.0,38288762.0,109.0,0.0,0.0,150946,0.0,20
777,"BD CK/PASS/NSF /$1,500-<$25K",2022,0.0,0.0,22048200.0,40.0,0.0,0.0,243826,0.0,4
778,BD CK/UTTER/NSF/UND $500,2019,0.0,0.0,19048714.0,50.0,0.0,0.0,264726,0.0,4
779,BREAKING & ENTERING,2018,5694571.38131826,2380786.569661725,72429128.0,154.0,157.2012,-306.4267,651939,0.0,28
780,BREAKING & ENTERING,2019,1442068.49569883,615788.35092904,19137105.0,35.0,39.3566,-76.5412,88998,0.0,9
781,BREAKING & ENTERING,2020,1396630.32755952,606129.723628683,20195864.0,29.0,39.3306,-76.702,3899,0.0,12
782,BREAKING & ENTERING,2021,1435369.14951984,591533.559681341,21158103.0,39.0,39.2901,-76.5653,23010,0.0,12
783,BREAKING & ENTERING,2022,2866914.33454783,1183704.7001324059,44269707.0,78.0,78.582,-153.1441,91310,0.0,21
784,BREAKING & ENTERING 4TH DEG,2018,1424315.87209863,594943.537535779,18145383.0,32.0,39.2996,-76.6043,86132,0.0,9
785,BREAKING & ENTERING RESIDENT,2021,1412443.1180507,598828.561610941,21149049.0,22.0,39.3104,-76.6462,46009,0.0,11
786,BREAKING & ENTRY,2018,1425902.5188171,600960.392434614,18060735.0,34.0,39.3161,-76.5986,251199,0.0,4
787,BREAKING AND ENTERIMG,2020,1421544.02070804,601269.410563586,20018634.0,20.0,39.317,-76.614,321597,0.0,2
788,BREAKING AND ENTERING,2018,11405910.50177656,4754738.331630234,162933353.0,318.0,314.3834,-612.7942,1526576,0.0,59
789,BREAKING AND ENTERING,2019,139653664.97717726,984856.3944542012,247790179.0,526.0,314.4544,-612.9196,3145748,0.0,56
790,BREAKING AND ENTERING,2020,50617575.27611886,6867624.299472851,281181325.0,551.0,511.1202,-995.7463,2687502,0.0,86
791,BREAKING AND ENTERING,2021,12774281.82769863,5347255.615963595,210651349.0,291.0,353.677,-689.5962999999999,2254260,0.0,50
792,BREAKING AND ENTERING,2022,9976415.37870112,4185160.851666268,154369836.0,168.0,275.1535,-536.2078,1631611,0.0,34
793,BREAKING AND ENTERING 2ND DEGR,2019,1415553.12155005,599460.006401978,19000443.0,34.0,39.3121,-76.6352,360841,0.0,1
794,BREAKING AND ENTERY,2018,1427922.29346186,592191.221262044,18118233.0,33.0,39.292,-76.5916,142592,0.0,8
795,BREAKING ENTERING,2018,1417223.85910122,585188.689486753,18088150.0,24.0,39.2729,-76.6295,201576,0.0,6
796,BREAKING ENTERING,2022,1409065.8237803,593971.345425113,22099840.0,38.0,39.2971,-76.6582,127664,0.0,8
797,BREAKING IN AND ENTERING,2018,1422526.0245812,603204.049298482,18134186.0,33.0,39.3223,-76.6105,111463,0.0,8
798,BREAKING&ENTERING,2021,1421119.55966978,594565.643648138,21015381.0,31.0,39.2986,-76.6156,331307,0.0,1
799,BRGLARY,2022,1403585.66654139,599087.141904998,22106897.0,24.0,39.3112,-76.6775,112395,0.0,8
800,BURG 4TH DEG,2019,0.0,0.0,19046785.0,23.0,0.0,0.0,268672,0.0,3
801,BURG 4TH DEG,2021,0.0,0.0,21043129.0,35.0,0.0,0.0,273701,0.0,3
802,BURG TOOLS-MOT. VEH/POSS,2020,0.0,0.0,20011415.0,35.0,0.0,0.0,336650,0.0,1
803,BURG TOOLS-MOT. VEH/POSS,2022,0.0,0.0,22125750.0,28.0,0.0,0.0,67095,0.0,10
804,BURGARY,2022,0.0,0.0,22125844.0,28.0,0.0,0.0,67087,0.0,10
805,BURGLARY,2018,249270492.88766494,61603221.76008306,2010253606.0,4223.0,4244.903,-8275.9763,17375705,0.0,791
806,BURGLARY,2019,329880762.26339406,80864464.70731264,2843071033.0,5294.0,5581.0385,-10880.124099999999,30039474,0.0,836
807,BURGLARY,2020,343920495.9585142,43463779.368127055,1909645554.0,3192.0,3301.5274,-6435.5289,15361701,0.0,659
808,BURGLARY,2021,551947078.2681253,44457419.95780974,2298877224.0,3947.0,3734.2151,-7278.4072,18861920,0.0,719
809,BURGLARY,2022,617247786.4593742,71685013.15317021,3533782276.0,5982.0,5541.6155,-10802.9769,25304630,0.0,1125
810,BURGLARY  2ND DEG.,2019,1402068.56736429,604108.310216915,19068571.0,33.0,39.325,-76.6828,228534,0.0,5
811,BURGLARY (COMMERCIAL),2019,1407107.30033285,603252.136656792,19013284.0,46.0,39.3226,-76.665,334543,0.0,1
812,BURGLARY - 1ST DEGREE,2019,1425444.08941083,602269.641850691,19087432.0,23.0,39.3197,-76.6002,190076,0.0,6
813,BURGLARY - 4TH DEG.,2021,1402639.84205006,610630.192790298,21009837.0,39.0,39.3429,-76.6807,340726,0.0,1
814,BURGLARY - 4TH DEGREE,2018,1440465.86195759,608240.50773798,18038660.0,63.0,39.3359,-76.547,293272,0.0,3
815,BURGLARY - 4TH DEGREE,2021,1419118.24284932,592626.841140179,21006720.0,39.0,39.2933,-76.6227,349137,0.0,1
816,BURGLARY - GENERAL,2019,0.0,0.0,19020079.0,30.0,0.0,0.0,322644,0.0,2
817,BURGLARY - GENERAL,2022,0.0,0.0,22078598.0,40.0,0.0,0.0,175769,0.0,6
818,BURGLARY 1ST DEG,2019,1417709.06346,605041.56752188,19126582.0,26.0,39.3274,-76.6275,111442,0.0,8
819,BURGLARY 1ST DEGREE,2018,2852373.82446845,1193874.45292857,36176891.0,67.0,78.61009999999999,-153.1953,401741,0.0,11
820,BURGLARY 1ST DEGREE,2019,2834833.32379076,1172819.4334374578,38088476.0,74.0,78.55250000000001,-153.2576,548998,0.0,7
821,BURGLARY 1ST DEGREE,2020,1395443.93076116,614394.133028493,20114352.0,28.0,39.3533,-76.7061,135143,0.0,8
822,BURGLARY 2ND DEGREE,2018,1421054.68207332,596532.250791694,18181397.0,44.0,39.304,-76.6158,20398,0.0,12
823,BURGLARY 2ND DEGREE,2019,1418256.48717588,595719.30415063,19004232.0,23.0,39.3018,-76.6257,354806,0.0,1
824,BURGLARY 2ND DEGREE,2020,1435287.35952525,590877.544352203,20068281.0,37.0,39.2883,-76.5656,214538,0.0,5
825,BURGLARY 2ND DG,2018,1401021.85666051,604104.694435649,18184665.0,49.0,39.325,-76.6865,15300,0.0,12
826,BURGLARY 3RD DEGREE,2019,1417695.03434314,587667.398445996,19061762.0,34.0,39.2797,-76.6278,241940,0.0,4
827,BURGLARY 4,2022,1421767.21795547,595333.276526646,22139826.0,35.0,39.3007,-76.6133,34230,0.0,11
828,BURGLARY 4TH,2018,2847767.33307328,1219326.4054760002,36106547.0,52.0,78.68,-153.21120000000002,526841,0.0,8
829,BURGLARY 4TH,2019,1410023.01256727,587819.374165113,19078768.0,22.0,39.2802,-76.6549,207666,0.0,5
830,BURGLARY 4TH,2022,1397903.8931016,614475.018313195,22015844.0,33.0,39.3535,-76.6974,318544,0.0,2
831,BURGLARY 4TH DEG,2019,0.0,0.0,19093089.0,23.0,0.0,0.0,178919,0.0,6
832,BURGLARY 4TH DEG.,2020,0.0,0.0,20078401.0,37.0,0.0,0.0,195207,0.0,6
833,BURGLARY 4TH DEGREE,2018,8542317.22870798,3570503.691229212,108731473.0,198.0,235.7999,-459.6384,818190,0.0,48
834,BURGLARY 4TH DEGREE,2019,7101031.6003599595,2973379.789921315,95386924.0,153.0,196.49450000000002,-383.0942,1043095,0.0,27
835,BURGLARY 4TH DEGREE,2020,2804003.97357837,1222130.1219228432,40304788.0,70.0,78.6882,-153.3659,141319,0.0,20
836,BURGLARY 4TH DEGREE,2021,4241645.91447482,1778148.185479669,63097151.0,111.0,117.8808,-229.9236,886197,0.0,8
837,BURGLARY 4TH DEGREE,2022,5673143.54222816,2358048.0188573543,88422269.0,145.0,157.139,-306.5028,457280,0.0,34
838,BURGLARY AND ENTERING,2018,1438372.77524132,608230.206036972,18187028.0,27.0,39.3359,-76.5544,11139,0.0,12
839,BURGLARY COMMERCIAL,2018,1421266.12714395,593364.280393341,18047050.0,62.0,39.2953,-76.6151,278076,0.0,3
840,BURGLARY COMMERIAL,2019,1434101.33896858,590289.149598581,19025938.0,34.0,39.2867,-76.5698,308539,0.0,2
841,BURGLARY FOURTH DEGREE(DWELLIN,2020,1399212.28594525,612221.091470706,20160768.0,30.0,39.3473,-76.6928,58471,0.0,10
842,BURGLARY RESIDENTIAL,2022,0.0,0.0,22044901.0,22.0,0.0,0.0,251974,0.0,4
843,BURGLARY SECOND DEGREE,2022,1401619.91454701,611136.582641961,22053503.0,28.0,39.3443,-76.6843,232331,0.0,5
844,BURGLARY- 4TH DEGREE,2020,1411399.49361517,583198.848154549,20041953.0,21.0,39.2675,-76.6501,267649,0.0,3
845,BURGLARY- 4TH DEGREE,2021,1426272.41704598,613309.789912916,21005582.0,25.0,39.35,-76.5971,350393,0.0,1
846,BURGLARY- 4TH DEGREE-DWELL,2018,0.0,0.0,796780821.0,1537.0,0.0,0.0,7028804,0.0,307
847,BURGLARY- 4TH DEGREE-DWELL,2019,0.0,0.0,1050543539.0,1849.0,0.0,0.0,8902276,0.0,384
848,BURGLARY- 4TH DEGREE-DWELL,2020,0.0,0.0,943666650.0,1477.0,0.0,0.0,9759933,0.0,256
849,BURGLARY- 4TH DEGREE-DWELL,2021,0.0,0.0,970304194.0,1611.0,0.0,0.0,7654632,0.0,309
850,BURGLARY- 4TH DEGREE-DWELL,2022,0.0,0.0,1126639419.0,1786.0,0.0,0.0,7499813,0.0,379
851,BURGLARY-4TH DEGREE THEFT,2018,0.0,0.0,72345364.0,156.0,0.0,0.0,810303,0.0,23
852,BURGLARY-4TH DEGREE THEFT,2019,0.0,0.0,152570095.0,238.0,0.0,0.0,1766808,0.0,40
853,BURGLARY-4TH DEGREE THEFT,2020,0.0,0.0,140285277.0,219.0,0.0,0.0,1906522,0.0,24
854,BURGLARY-4TH DEGREE THEFT,2021,0.0,0.0,147692207.0,285.0,0.0,0.0,1084675,0.0,49
855,BURGLARY-4TH DEGREE THEFT,2022,0.0,0.0,66180555.0,110.0,0.0,0.0,649688,0.0,16
856,BURGLARY-4TH DEGREE-STORE,2018,0.0,0.0,162716143.0,317.0,0.0,0.0,1942926,0.0,48
857,BURGLARY-4TH DEGREE-STORE,2019,0.0,0.0,248380875.0,416.0,0.0,0.0,1967234,0.0,93
858,BURGLARY-4TH DEGREE-STORE,2020,0.0,0.0,160573953.0,349.0,0.0,0.0,1731249,0.0,41
859,BURGLARY-4TH DEGREE-STORE,2021,0.0,0.0,189757945.0,289.0,0.0,0.0,1670816,0.0,56
860,BURGLARY-4TH DEGREE-STORE,2022,0.0,0.0,154462178.0,301.0,0.0,0.0,1434785,0.0,39
861,BURGLARY-4TH DEGREE/TOOLS,2018,0.0,0.0,18020002.0,40.0,0.0,0.0,327008,0.0,2
862,BURGLARY-4TH DEGREE/TOOLS,2020,0.0,0.0,20052548.0,55.0,0.0,0.0,243869,0.0,4
863,BURGLARY-FIRST DEGREE,2018,1422390.78054272,601746.515514181,2424459763.0,4413.0,39.3183,-76.611,25459726,0.0,805
864,BURGLARY-FIRST DEGREE,2019,0.0,0.0,2443825791.0,3961.0,0.0,0.0,22864347,0.0,824
865,BURGLARY-FIRST DEGREE,2020,0.0,0.0,1506018107.0,2490.0,0.0,0.0,15249763,0.0,420
866,BURGLARY-FIRST DEGREE,2021,0.0,0.0,1538223505.0,2329.0,0.0,0.0,15587855,0.0,385
867,BURGLARY-FIRST DEGREE,2022,0.0,0.0,1589747709.0,2342.0,0.0,0.0,12401810,0.0,479
868,BURGLARY-FOURTH DEGREE,2019,0.0,0.0,38160381.0,53.0,0.0,0.0,408577,0.0,12
869,BURGLARY-FOURTH DEGREE,2020,0.0,0.0,20048218.0,43.0,0.0,0.0,252069,0.0,4
870,BURGLARY-THIRD DEGREE,2018,0.0,0.0,1556117670.0,2665.0,0.0,0.0,16061358,0.0,529
871,BURGLARY-THIRD DEGREE,2019,0.0,0.0,783017558.0,1401.0,0.0,0.0,6873935,0.0,277
872,BURGLARY-THIRD DEGREE,2020,0.0,0.0,783535651.0,1034.0,0.0,0.0,7172311,0.0,241
873,BURGLARY-THIRD DEGREE,2021,0.0,0.0,822278913.0,1212.0,0.0,0.0,7276539,0.0,239
874,BURGLARY-THIRD DEGREE,2022,0.0,0.0,861427136.0,1161.0,0.0,0.0,6021889,0.0,281
875,BURGLARY/2ND DEGREE/GENERAL,2018,0.0,0.0,941427107.0,1995.0,0.0,0.0,8758199,0.0,354
876,BURGLARY/2ND DEGREE/GENERAL,2019,0.0,0.0,744270324.0,1501.0,0.0,0.0,7641536,0.0,227
877,BURGLARY/2ND DEGREE/GENERAL,2020,0.0,0.0,904473206.0,1579.0,0.0,0.0,7509677,0.0,307
878,BURGLARY/2ND DEGREE/GENERAL,2021,0.0,0.0,738057653.0,1437.0,0.0,0.0,6338864,0.0,220
879,BURGLARY/2ND DEGREE/GENERAL,2022,0.0,0.0,883383530.0,1511.0,0.0,0.0,6448064,0.0,276
880,BURGLARY: 4TH DEGREE,2020,1417568.36331217,604858.873902409,20053044.0,26.0,39.3269,-76.628,241903,0.0,4
881,BURGLERY,2022,32070835.9419795,-948896.130248216,22080464.0,33.0,0.0,0.0,172721,0.0,7
882,BURGULARY,2018,2827181.35946535,1195232.746813213,36249537.0,74.0,78.61410000000001,-153.2843,260115,0.0,15
883,BURGULARY,2019,32070835.9419795,-948896.130248216,19168161.0,21.0,0.0,0.0,28160,0.0,11
884,BURGULAY,2019,1422344.27969693,599378.765962693,19103081.0,18.0,39.3118,-76.6112,157877,0.0,7
885,CAR JACKING,2018,4278285.72624396,1780448.407726935,54478765.0,65.0,117.8867,-229.79410000000001,188209,0.0,30
886,CAR JACKING,2019,2873882.80035414,1210984.5610531052,38209180.0,44.0,78.6568,-153.119,310919,0.0,14
887,CAR JACKING,2020,2820125.15998774,1188537.4649324422,40156770.0,51.0,78.5958,-153.30939999999998,416751,0.0,11
888,CAR JACKING,2021,5687473.14681956,2378207.154204004,84429024.0,89.0,157.1942,-306.4518,555616,0.0,31
889,CAR JACKING,2022,5691629.94242358,2381325.329756354,88388269.0,130.0,157.2027,-306.4371,537482,0.0,32
890,CAR THEFT,2018,1430831.94054092,593406.38369932,18004565.0,43.0,39.2953,-76.5813,353767,0.0,1
891,CAR THEFT,2019,32070835.9419795,-948896.130248216,19040591.0,20.0,0.0,0.0,280067,0.0,3
892,CARJACKING,2018,7122314.32444801,2986715.6925635817,307566422.0,379.0,196.5309,-383.01869999999997,3251793,0.0,101
893,CARJACKING,2019,1436336.50996396,596382.543687803,114708500.0,133.0,39.3034,-76.5618,765836,0.0,48
894,CARJACKING,2020,4256930.02943683,1770929.799255005,180750361.0,229.0,117.8608,-229.8697,1758106,0.0,54
895,CARJACKING,2021,71167307.44569154,1055423.175519639,273978729.0,373.0,196.44,-383.3608,2649550,0.0,74
896,CARJACKING,2022,44813914.8859627,4474683.839918043,419434155.0,424.0,353.88689999999997,-689.7055,3463977,0.0,118
897,CAUSE INGEST BODILY FLUID,2020,0.0,0.0,20107801.0,56.0,0.0,0.0,146483,0.0,7
898,CD,2018,2846466.56595877,1154511.858891349,36152186.0,62.0,78.5021,-153.21679999999998,445522,0.0,10
899,CD PWID,2020,1415162.50730876,598074.345053503,20008860.0,20.0,39.3083,-76.6366,342808,0.0,1
900,CD VIOLATION,2021,1423253.08710453,572210.771353231,21018947.0,28.0,39.2372,-76.6084,322569,0.0,2
901,CD'S MARIHUANA,2018,1423102.69862592,587471.47140771,18187790.0,28.0,39.2791,-76.6087,10341,0.0,12
902,CD'S POSSESSION,2018,1423102.69862592,587471.47140771,18187766.0,34.0,39.2791,-76.6087,10340,0.0,12
903,CD-PAI,2018,1419458.47155074,592482.555126273,18151962.0,21.0,39.2929,-76.6215,76118,0.0,10
904,CDA,2018,1424101.21038176,611843.328527004,18084356.0,19.0,39.346,-76.6048,210602,0.0,5
905,CDC DIST,2019,1413583.88251316,589326.442504165,19077973.0,18.0,39.2843,-76.6423,208665,0.0,5
906,CDS,2018,4604574554.376687,895980566.7160418,30923349189.0,54271.0,63440.7352,-123651.1892,319936230,0.0,10446
907,CDS,2019,2238335197.090077,606851953.9605305,20816093878.0,34499.0,41463.8687,-80824.4025,222532996,0.0,6099
908,CDS,2020,843462155.3627617,180354152.8629529,6842974346.0,10617.0,12654.933,-24666.6447,77893190,0.0,1632
909,CDS,2021,485382784.8318893,88539093.02787678,3583344254.0,5225.0,6328.1857,-12335.0491,33699830,0.0,987
910,CDS,2022,698209515.173085,105428667.79071774,4793494179.0,6666.0,7781.2334,-15170.2173,32560838,0.0,1604
911,CDS   POSS.,2019,1432617.96809339,592759.010479241,19027246.0,19.0,39.2935,-76.575,307410,0.0,2
912,CDS  DIST. HEROIN,2019,1415079.79214488,597527.659772596,19038224.0,41.0,39.3068,-76.6369,285426,0.0,3
913,CDS  DISTRIBUTION,2021,1419516.58693961,592118.56013132,21075503.0,27.0,39.2919,-76.6213,208582,0.0,5
914,CDS  INTENT,2020,1415104.03126709,598547.621199184,20165391.0,22.0,39.3096,-76.6368,51945,0.0,10
915,CDS  MARIJUANA,2019,1430175.03192009,594714.632966079,19038956.0,26.0,39.2989,-76.5836,283197,0.0,3
916,CDS  VIOLATION,2018,2834390.26472633,1204070.28865851,36232741.0,85.0,78.6383,-153.2587,291408,0.0,15
917,CDS  VIOLATION,2019,7093860.235533331,2956830.230264123,95279747.0,173.0,196.44920000000002,-383.1197,1253950,0.0,21
918,CDS  VIOLATION,2020,1419516.58693961,592118.56013132,20003756.0,40.0,39.2919,-76.6213,354722,0.0,1
919,CDS & HANDGUN VIOLATION,2022,0.0,0.0,22067496.0,60.0,0.0,0.0,202458,0.0,6
920,CDS (MARIJUANA),2018,1419515.6803602,592337.097968246,18081386.0,36.0,39.2925,-76.6213,215717,0.0,5
921,CDS (S&),2019,1430342.66760124,595188.906863707,19025909.0,48.0,39.3002,-76.583,309549,0.0,2
922,CDS - DIST,2018,1413858.16721881,598761.2370321,18112330.0,22.0,39.3102,-76.6412,155903,0.0,7
923,CDS - DIST,2019,1419486.77376235,592482.672488282,19143400.0,28.0,39.2929,-76.6214,78190,0.0,10
924,CDS - DIST.,2018,1413407.57964811,598213.113657633,18115017.0,52.0,39.3087,-76.6428,149762,0.0,7
925,CDS - DISTRIBUTE,2019,1419486.32059223,592591.941435035,19062297.0,28.0,39.2932,-76.6214,239690,0.0,4
926,CDS - POSS MARJI,2018,1415422.98615076,596618.434039834,18161141.0,40.0,39.3043,-76.6357,57575,0.0,10
927,CDS - POSS OF FIREARMS,2018,1427806.28586409,599147.639272924,18027966.0,42.0,39.3111,-76.5919,314923,0.0,2
928,CDS -PWID,2019,1422761.69187934,601019.620791986,19128165.0,26.0,39.3163,-76.6097,106360,0.0,9
929,CDS / HANDGUN VIOLATION,2018,1413064.01449072,591983.327442169,18099708.0,20.0,39.2916,-76.6441,179926,0.0,6
930,CDS / HANDGUN VIOLATION,2019,1408514.015795,612946.128012481,19042979.0,32.0,39.3492,-76.6599,273808,0.0,3
931,CDS /AMMO POSS,2022,1416134.67226337,595564.996719141,22102022.0,42.0,39.3014,-76.6332,123469,0.0,8
932,CDS /HANDGUN,2019,1415997.85486901,594398.890144027,19016478.0,52.0,39.2982,-76.6337,329130,0.0,2
933,CDS ADMIN EQUIP POSS/DIST,2018,0.0,0.0,18040288.0,34.0,0.0,0.0,290896,0.0,3
934,CDS ATT DIST,2018,63713048.67507118,12111665.51197306,415999930.0,669.0,864.5098,-1684.2095,4641652,0.0,131
935,CDS ATT DIST,2019,12945153.04231903,5308457.642803688,171774989.0,273.0,353.5684,-688.9932,1728007,0.0,54
936,CDS ATT DIST,2020,4324217.331884,1832823.043273847,60103460.0,61.0,118.0299,-229.6309,864534,0.0,9
937,CDS ATT DIST COCAINE,2019,1412410.58910909,599921.148850442,19009912.0,27.0,39.3134,-76.6463,343980,0.0,1
938,CDS ATT DIST/ HEROIN,2019,1411240.36661785,587787.581401089,19036928.0,46.0,39.2801,-76.6506,286460,0.0,3
939,CDS ATT TO DIST,2020,1428514.19259627,611607.840318484,20009969.0,28.0,39.3453,-76.5892,339710,0.0,1
940,CDS ATT TO DIST.,2018,1433951.58852494,604056.654890789,18064634.0,19.0,39.3245,-76.5701,245995,0.0,4
941,CDS ATT. DIST,2018,2868436.93531611,1208880.796962582,36288251.0,37.0,78.6511,-153.13830000000002,180617,0.0,19
942,CDS ATT. DIST,2019,32070835.9419795,-948896.130248216,19104323.0,19.0,0.0,0.0,155843,0.0,7
943,CDS ATT. DIST.,2018,2878061.27966274,1184742.14760551,36047554.0,67.0,78.5847,-153.10469999999998,639491,0.0,4
944,CDS ATT. DIST.,2020,1412279.84926211,589831.294487903,20068724.0,25.0,39.2857,-76.6469,211495,0.0,5
945,CDS ATT. DIST. COCAINE,2019,1415079.79214488,597527.659772596,19053157.0,19.0,39.3068,-76.6369,257273,0.0,4
946,CDS ATT. DIST. COCAINE,2020,1416138.77003423,594545.150549525,20030655.0,19.0,39.2986,-76.6332,296371,0.0,3
947,CDS ATT. DISTRIBUTION,2018,1443053.328223,588803.092864555,18052078.0,37.0,39.2825,-76.5382,269745,0.0,3
948,CDS ATT. DISTRIBUTION,2019,1401987.4511648,611174.28038296,19172984.0,23.0,39.3444,-76.683,19416,0.0,12
